customer_id,name,email,phone,customer_type,total_orders,successful_payments,failed_payments,lifetime_value,historical_success_rate
CUST_00284,Sai Deshmukh,tanmayisaran@example.net,8457831745,new,33,25,8,25245.03,0.758
CUST_00285,Abha Dugal,advaith08@example.org,04780774064,returning,36,32,4,54148.26,0.889
CUST_00286,Abhimanyu Prakash,nishasarkar@example.com,+912663416389,returning,15,12,3,206941.1,0.8
CUST_00287,Bhavani Wali,nitara31@example.org,+914179749735,new,7,5,2,78474.63,0.714
CUST_00288,Max Bawa,grewalharsh@example.com,02703120735,new,10,8,2,118829.84,0.8
CUST_00289,Devika Tara,ubika05@example.org,+910461872346,new,6,3,3,24592.83,0.5
CUST_00290,Jairaj Kothari,psavant@example.net,+913718376452,returning,9,8,1,146823.04,0.889
CUST_00291,Jason Kulkarni,mmisra@example.com,+913136502491,returning,22,19,3,102996.75,0.864
CUST_00292,Xavier Andra,somanmohammed@example.com,+913271950052,returning,28,26,2,180404.64,0.929
CUST_00293,Jeremiah Sura,edhithapalan@example.com,3065240778,vip,39,36,3,26348.34,0.923
CUST_00294,Vrishti Gupta,ijayanaik@example.net,04982182744,returning,10,9,1,56449.09,0.9
CUST_00295,Sudiksha Acharya,bgoyal@example.net,09351863878,new,36,24,12,190770.11,0.667
CUST_00296,Barkha Naidu,hnagy@example.org,1022031731,returning,28,26,2,243649.38,0.929
CUST_00297,Lipika Suri,chandran53@example.net,1037170586,returning,40,35,5,139406.57,0.875
CUST_00298,Dalbir Lata,bobaldaksha@example.org,+918113863383,returning,18,14,4,68680.96,0.778
CUST_00299,Ojasvi Cherian,tara61@example.org,+918685289755,returning,22,18,4,45760.69,0.818
CUST_00300,Kamya Sachar,mnaik@example.org,8368457760,new,26,15,11,185371.78,0.577
CUST_00301,Bhavani Babu,chasmumahuja@example.com,+913504888992,vip,6,6,0,54175.65,1.0
CUST_00302,Baljiwan Sharma,nachiket24@example.com,3344196931,returning,22,17,5,78253.52,0.773
CUST_00303,Vasudha Ghose,mchandran@example.net,00961055661,new,37,28,9,220893.88,0.757
CUST_00304,Advay Raja,modybenjamin@example.com,9258320679,new,40,23,17,20854.59,0.575
CUST_00305,Tristan Sankaran,meera22@example.com,+917908641686,returning,28,24,4,110790.02,0.857
CUST_00306,Krishna Srivastava,vinayarana@example.net,3898331465,new,33,19,14,107763.45,0.576
CUST_00307,Isaiah Sachdev,wpau@example.org,05904259792,new,38,27,11,166949.57,0.711
CUST_00308,Chaitanya Kaur,kashvidugal@example.net,+911039240514,new,26,23,3,14168.1,0.885
CUST_00309,Urishilla Bajaj,shaurya83@example.org,8487920698,new,14,11,3,191158.14,0.786
CUST_00310,Aadhya Garde,mandersai@example.net,4070164510,new,8,4,4,186880.02,0.5
CUST_00311,Libni Kashyap,ttrivedi@example.org,07981238780,new,25,18,7,57912.62,0.72
CUST_00312,Yug Wagle,gauri76@example.net,+910555438404,returning,23,18,5,215510.21,0.783
CUST_00313,Ayushman Mammen,maxom@example.com,2168936392,new,2,1,1,19926.72,0.5
CUST_00314,Devika Narayan,ndeep@example.net,+919832482629,new,28,21,7,177519.99,0.75
CUST_00315,Eesha Bir,goureesha@example.org,0566474231,returning,8,7,1,241566.82,0.875
CUST_00316,Qasim Bal,vihaan93@example.org,0517289752,new,40,28,12,172557.71,0.7
CUST_00317,Vyanjana Som,nihalhans@example.org,+916046333127,new,28,24,4,61207.46,0.857
CUST_00318,Ekta Shankar,prisharavel@example.org,6569998808,returning,34,26,8,217695.84,0.765
CUST_00319,Siya Shan,korpalzilmil@example.net,00868034764,returning,15,12,3,42449.11,0.8
CUST_00320,Triya Ganesan,nmenon@example.org,8277181298,returning,8,7,1,48878.97,0.875
CUST_00321,Maya Sachdev,shravya02@example.com,3714521117,returning,23,21,2,204827.68,0.913
CUST_00322,Frederick Viswanathan,nvaidya@example.org,08602592222,returning,16,12,4,64364.07,0.75
CUST_00323,Oni Morar,sanaya42@example.org,+913094077780,new,10,8,2,164049.5,0.8
CUST_00324,Wazir Kalla,asetty@example.com,+919903849830,new,32,23,9,141152.0,0.719
CUST_00325,Manbir Bhakta,balhaar20@example.net,9451016224,returning,37,33,4,246639.72,0.892
CUST_00326,Tamanna Parsa,chanderchandani@example.com,06168147214,new,21,13,8,17537.42,0.619
CUST_00327,Odika Vohra,shauryabhardwaj@example.org,8179469548,returning,20,18,2,148059.23,0.9
CUST_00328,Kai Taneja,ztailor@example.org,3430107139,new,5,3,2,113252.51,0.6
CUST_00329,Odika Bath,inaya83@example.org,3441448850,new,19,11,8,216130.38,0.579
CUST_00330,Gauri Om,lbalakrishnan@example.org,05770272785,returning,40,35,5,96428.38,0.875
CUST_00331,Odika Bhalla,diya88@example.org,+919551240568,returning,3,3,0,202549.07,1.0
CUST_00332,Lopa Grover,morardivya@example.net,+914617357438,returning,21,18,3,125591.14,0.857
CUST_00333,Parth Choudhury,baljiwan31@example.com,0782357845,vip,29,26,3,224832.15,0.897
CUST_00334,Guneet Varty,sameshbansal@example.com,08104091570,new,6,4,2,43553.45,0.667
CUST_00335,Devika Bajaj,shaurya53@example.org,04857142241,new,29,26,3,131255.1,0.897
CUST_00336,Yoshita Chaudry,inayanagar@example.com,+914932149587,returning,24,20,4,71081.95,0.833
CUST_00337,Kalpit Balakrishnan,gbedi@example.com,+911662997954,returning,22,19,3,13565.2,0.864
CUST_00338,Rudra Walla,shroffkaran@example.org,7174773329,returning,22,17,5,24079.23,0.773
CUST_00339,Januja Ramanathan,ganganair@example.com,00171577245,returning,19,15,4,212965.78,0.789
CUST_00340,Yashoda Chauhan,uchhabra@example.net,1487696393,vip,39,38,1,83673.83,0.974
CUST_00341,Vasatika Rajagopalan,oaksathvik@example.net,6695832197,returning,10,9,1,77902.82,0.9
CUST_00342,Ubika Nanda,saxenapatrick@example.com,01919657013,returning,26,20,6,177354.09,0.769
CUST_00343,Aadi Din,snehawali@example.com,09973354946,new,36,25,11,198019.66,0.694
CUST_00344,Gaurav Anand,sdatta@example.org,08008514036,returning,34,26,8,167778.78,0.765
CUST_00345,Eesha Raja,braj@example.net,+912723865624,returning,2,2,0,45475.6,1.0
CUST_00346,Krish Apte,babumaanas@example.net,06212679692,new,32,20,12,249994.17,0.625
CUST_00347,Yashodhara Samra,wrajagopalan@example.org,+916909738468,new,19,16,3,25734.62,0.842
CUST_00348,Bahadurjit Barad,hpillay@example.net,01284781891,returning,34,26,8,84522.71,0.765
CUST_00349,Urmi Brahmbhatt,chatresh58@example.org,07879565442,returning,9,8,1,38986.06,0.889
CUST_00350,Daksha Lad,solankiomkaar@example.net,+914904712814,new,40,33,7,41802.02,0.825
CUST_00351,Kevin Mand,aarini01@example.net,+919275243728,returning,27,22,5,180036.63,0.815
CUST_00352,Hemal Chad,miteshtandon@example.com,03723950410,vip,40,37,3,187259.86,0.925
CUST_00353,Ucchal Rastogi,emitra@example.net,3667428604,returning,35,28,7,241416.36,0.8
CUST_00354,Lavanya Mutti,chatterjeeirya@example.com,4544149673,returning,13,11,2,236808.98,0.846
CUST_00355,Zinal Nazareth,dhritianne@example.net,+911061817534,vip,30,29,1,194641.95,0.967
CUST_00356,Reyansh Bandi,chandadakshesh@example.net,3911192692,returning,27,25,2,204314.36,0.926
CUST_00357,Qarin Kulkarni,unni17@example.com,05421406650,returning,9,8,1,13518.86,0.889
CUST_00358,Alka Gokhale,fboase@example.org,6271286391,returning,24,21,3,26096.14,0.875
CUST_00359,Aashi Chauhan,boraekavir@example.net,4707200642,returning,8,6,2,190897.65,0.75
CUST_00360,Mahika Aggarwal,bsridhar@example.com,1830671985,new,33,20,13,109649.4,0.606
CUST_00361,Chavvi Rattan,chanajasmit@example.net,01743280634,vip,15,15,0,221215.13,1.0
CUST_00362,Hredhaan Parmer,ochad@example.com,3203093761,vip,27,24,3,125750.78,0.889
CUST_00363,Xalak Walla,cbabu@example.com,+915061387829,new,6,4,2,7532.79,0.667
CUST_00364,Ekbal Bansal,vrindabahl@example.com,0320204179,vip,22,21,1,34831.1,0.955
CUST_00365,Devansh Cherian,tankthomas@example.org,+916565198253,new,31,25,6,35128.78,0.806
CUST_00366,Oscar Nayak,daraanusha@example.org,02582739021,returning,29,25,4,226511.44,0.862
CUST_00367,Nakul Babu,abuch@example.org,+911946723248,new,14,12,2,137426.66,0.857
CUST_00368,Nisha Khare,baljiwangole@example.net,09145608331,returning,34,28,6,194155.07,0.824
CUST_00369,Janaki Zacharia,ucchaljoshi@example.com,+913127722005,new,8,5,3,105246.47,0.625
CUST_00370,Shaurya Saran,gaurika97@example.org,+910822078113,returning,30,23,7,209253.59,0.767
CUST_00371,Eshana Saini,eshanakarpe@example.org,03136363179,returning,35,26,9,129086.24,0.743
CUST_00372,Chatura Sarin,taraksha@example.org,05273543520,new,10,7,3,890.3,0.7
CUST_00373,Avni Deshpande,shrofftara@example.com,+915349292983,new,37,26,11,166260.64,0.703
CUST_00374,Nisha Vig,lkalita@example.com,04063356939,new,24,14,10,131751.83,0.583
CUST_00375,Abdul Sahni,bariaupma@example.net,0686717731,returning,33,28,5,97918.21,0.848
CUST_00376,Niharika Kamdar,jagratimerchant@example.org,1074279907,returning,25,24,1,63785.74,0.96
CUST_00377,Lakshit Ravi,kamalashetty@example.net,0165804649,new,5,3,2,183368.78,0.6
CUST_00378,Faris Nayak,varmajanuja@example.org,+916579055281,returning,38,34,4,83463.39,0.895
CUST_00379,Lakshit Natt,ishaansridhar@example.net,3355486401,new,35,23,12,160877.51,0.657
CUST_00380,Hemani Sethi,hthaker@example.org,08847951371,returning,30,28,2,119893.53,0.933
CUST_00381,Mahika Gola,faraj12@example.com,+912723804682,new,9,5,4,194159.5,0.556
CUST_00382,Idika Salvi,sbail@example.org,+910385695579,returning,19,15,4,197881.75,0.789
CUST_00383,Tanvi Modi,daminigarg@example.com,+917540254729,returning,21,20,1,129088.21,0.952
CUST_00384,Bhavika Gopal,miteshedwin@example.org,+910592745238,vip,35,33,2,9636.88,0.943
CUST_00385,Edhitha Padmanabhan,kashishsen@example.net,+918410672752,returning,19,16,3,195319.97,0.842
CUST_00386,Yashica Narula,urvi49@example.net,+919751702814,returning,22,18,4,199935.93,0.818
CUST_00387,Neelima Kannan,fparikh@example.com,+919398343018,returning,26,23,3,223712.05,0.885
CUST_00388,Gagan Vala,fhayer@example.com,9805626565,new,12,9,3,124632.09,0.75
CUST_00389,Bhavani Pai,darika78@example.org,+917674266299,vip,34,31,3,21111.57,0.912
CUST_00390,Maanas Johal,vaishnavi85@example.org,6106462879,returning,28,24,4,205674.15,0.857
CUST_00391,Ryan Grewal,jmann@example.com,+914947873002,returning,21,16,5,82316.02,0.762
CUST_00392,Charita Sodhi,maniomisha@example.org,03014719597,new,29,22,7,106815.96,0.759
CUST_00393,Aarna Soni,prakashyauvani@example.net,0429025725,returning,23,19,4,181840.19,0.826
CUST_00394,Chatresh Mahajan,oni50@example.com,08183219285,vip,40,40,0,69001.56,1.0
CUST_00395,Charvi Madan,gopal89@example.com,+910284576521,vip,4,4,0,159559.38,1.0
CUST_00396,Mohammed Thakur,raghavvora@example.net,8167112075,new,11,10,1,36123.48,0.909
CUST_00397,Janani Dewan,wvirk@example.com,+914013223423,returning,29,22,7,17274.72,0.759
CUST_00398,Farhan Sandal,brahmbhattanirudh@example.com,00310890714,returning,24,20,4,237392.04,0.833
CUST_00399,Dominic Mitra,charjatin@example.net,+919325012495,new,10,8,2,237231.47,0.8
CUST_00400,Naveen Tella,yashasvibir@example.org,0833428013,new,5,4,1,132600.24,0.8
CUST_00401,Jeevika Goyal,lchhabra@example.com,06383615171,new,18,11,7,28805.43,0.611
CUST_00402,Warhi Patel,banjeet15@example.com,+916479473864,returning,32,27,5,228428.86,0.844
CUST_00403,Ranbir Boase,lpillai@example.org,7167811266,new,17,14,3,54035.32,0.824
CUST_00404,Om Bhattacharyya,rushil53@example.net,01367499465,returning,32,25,7,34364.24,0.781
CUST_00405,Nidhi Sundaram,manan71@example.org,07732010170,new,12,10,2,111555.24,0.833
CUST_00406,Lavanya Narain,chavvichar@example.org,8773477848,new,21,16,5,177530.35,0.762
CUST_00407,Andrew Balay,ydani@example.com,06770028427,returning,19,18,1,212914.83,0.947
CUST_00408,Krish Muni,wsura@example.org,7889778280,returning,12,11,1,127434.56,0.917
CUST_00409,Adya Talwar,xpandit@example.com,00090255905,new,13,11,2,59565.68,0.846
CUST_00410,Gunbir Sangha,ishanvi65@example.org,3334911415,returning,24,21,3,92543.34,0.875
CUST_00411,Anmol Yohannan,baljiwan76@example.net,6407905696,returning,36,28,8,221119.49,0.778
CUST_00412,Guneet Suresh,jhagayathri@example.com,5294563718,new,26,23,3,179857.98,0.885
CUST_00413,Bhavna Lanka,mishraneelima@example.org,1919541987,returning,27,25,2,18900.8,0.926
CUST_00414,Shaurya Palan,mittalyamini@example.com,08536649878,vip,5,5,0,170187.19,1.0
CUST_00415,Anirudh Varty,xalakkala@example.net,7489690835,new,36,28,8,45899.8,0.778
CUST_00416,Manbir Khosla,charitasaran@example.com,01364424936,vip,28,26,2,217118.8,0.929
CUST_00417,Ishaan Doctor,ayaankorpal@example.com,07866032420,returning,34,27,7,41581.94,0.794
CUST_00418,Arunima Goda,sunderanmol@example.org,+915941651623,new,15,10,5,235255.56,0.667
CUST_00419,Xiti Dara,watika13@example.net,+915596363212,returning,6,5,1,158946.74,0.833
CUST_00420,Anvi Sarraf,lkumar@example.org,08515867342,returning,9,8,1,153799.86,0.889
CUST_00421,Vaishnavi Pillai,ansh90@example.net,0348645183,new,11,8,3,145371.3,0.727
CUST_00422,Lipika Anand,tkumer@example.org,+914327560417,new,40,32,8,151482.16,0.8
CUST_00423,Nitara Natarajan,kchaudhry@example.net,08156985700,returning,37,28,9,216013.41,0.757
CUST_00424,Sachi Deshpande,rattanryan@example.net,05911238296,new,37,24,13,53096.69,0.649
CUST_00425,Siya Sridhar,abhaghose@example.net,5431652669,returning,40,35,5,124760.5,0.875
CUST_00426,Ansh Bajaj,gauravshere@example.org,02069694215,returning,19,17,2,75872.48,0.895
CUST_00427,Jacob Atwal,rsetty@example.com,+913334476263,new,26,17,9,18706.77,0.654
CUST_00428,Barkha Gulati,agole@example.org,+914439735971,new,29,20,9,116378.32,0.69
CUST_00429,Upasna Deol,mitali36@example.net,09411800537,new,10,7,3,179731.54,0.7
CUST_00430,Chakradev Ahluwalia,yamini96@example.com,05280924287,returning,23,22,1,33126.15,0.957
CUST_00431,Upadhriti Deo,nadigrachita@example.org,01502745644,new,36,21,15,60813.6,0.583
CUST_00432,Zansi Munshi,ugala@example.net,02870320320,new,29,18,11,24654.51,0.621
CUST_00433,Abha Gade,hsarin@example.com,+917587771215,new,25,21,4,104824.62,0.84
CUST_00434,Samar Mander,omtrivedi@example.com,9390892613,vip,11,11,0,233471.01,1.0
CUST_00435,Girindra Narasimhan,manejairaj@example.com,09152017774,returning,13,12,1,124817.25,0.923
CUST_00436,Forum Bassi,unair@example.net,2304501896,returning,32,30,2,124593.88,0.938
CUST_00437,Mohini Kumer,wriddhishrastogi@example.org,+913266421476,new,26,19,7,241688.31,0.731
CUST_00438,Karan Parmer,pillaiyauvani@example.org,07674996165,new,23,13,10,70698.41,0.565
CUST_00439,Radha Sandhu,bariayochana@example.com,03278814761,returning,31,25,6,2540.26,0.806
CUST_00440,Charita Dixit,charitakothari@example.net,04908108186,new,9,8,1,182013.26,0.889
CUST_00441,Girindra Shetty,isha49@example.org,0172260164,returning,24,18,6,13263.84,0.75
CUST_00442,Suhani Sengupta,harita23@example.org,+919416800610,returning,24,21,3,18846.17,0.875
CUST_00443,Vansha Sharma,tsur@example.net,5641220310,returning,36,29,7,247278.13,0.806
CUST_00444,Avi Kadakia,pdhillon@example.org,08314727601,returning,8,6,2,24622.03,0.75
CUST_00445,Michael Saxena,bsinha@example.com,3349605016,new,22,16,6,91718.79,0.727
CUST_00446,Warhi Mannan,suramugdha@example.com,9973080695,new,39,28,11,125269.44,0.718
CUST_00447,Amrita Sahni,fdada@example.net,5760243757,new,9,7,2,201089.48,0.778
CUST_00448,Yashica Kanda,upadhriti24@example.net,6657293417,returning,10,9,1,129118.68,0.9
CUST_00449,Oscar Iyengar,vyanjanachaudhuri@example.com,04338005452,new,40,26,14,98542.17,0.65
CUST_00450,Yahvi Balay,nazarethqushi@example.org,3183745508,returning,20,17,3,127075.09,0.85
CUST_00451,Matthew Varma,bediraksha@example.com,+911991808121,returning,32,29,3,75297.75,0.906
CUST_00452,Janaki Dugar,riya87@example.net,+912552137603,returning,24,20,4,27846.35,0.833
CUST_00453,Harita Mangat,fredericklata@example.com,6532863266,returning,20,18,2,181468.39,0.9
CUST_00454,Tara Varty,ayushman72@example.org,8115562606,returning,2,2,0,66749.84,1.0
CUST_00455,Matthew Bhardwaj,oni68@example.com,5504892673,returning,38,33,5,180489.33,0.868
CUST_00456,Hemani Ravel,charvichad@example.org,5628843188,returning,11,9,2,180435.12,0.818
CUST_00457,Harini Dutta,balaaarna@example.org,06810548510,returning,25,19,6,170341.36,0.76
CUST_00458,Saumya Misra,settyharinakshi@example.org,9989354492,new,8,5,3,110539.12,0.625
CUST_00459,Zinal Kota,narangzaitra@example.net,+915712661106,returning,27,24,3,102889.16,0.889
CUST_00460,Vamakshi Kala,xbrahmbhatt@example.net,6988649767,returning,31,29,2,184091.4,0.935
CUST_00461,Omaja Gaba,yashasvidatta@example.com,7288137702,new,9,7,2,140441.25,0.778
CUST_00462,Jagat Rege,darakala@example.net,00821545447,vip,31,29,2,78781.27,0.935
CUST_00463,Luke Dhar,tbava@example.com,+912701851067,new,35,23,12,88894.6,0.657
CUST_00464,Sneha Nazareth,usoman@example.net,+912877725199,returning,17,15,2,48469.91,0.882
CUST_00465,Lila Kaul,inori@example.org,7412094818,new,36,24,12,235400.64,0.667
CUST_00466,Reyansh Bera,vamakshithakkar@example.org,+918204339718,vip,19,18,1,172714.86,0.947
CUST_00467,Neelima Bath,vbajaj@example.com,+916085641118,returning,31,25,6,233458.24,0.806
CUST_00468,Bhavika Dhawan,aadhyachakraborty@example.org,06209520046,returning,18,15,3,143582.46,0.833
CUST_00469,Ekaja Dhar,qnaik@example.com,+910339937886,returning,26,24,2,238674.91,0.923
CUST_00470,Amruta Bhat,ucchal86@example.org,00630489138,returning,19,14,5,238850.77,0.737
CUST_00471,Daksha Ray,ochacko@example.net,+912582386870,new,29,23,6,186960.96,0.793
CUST_00472,Ucchal Mann,aadibhasin@example.com,09465398402,new,35,23,12,140723.5,0.657
CUST_00473,Charita Chakraborty,idas@example.net,4639855474,new,7,5,2,146914.21,0.714
CUST_00474,Ekanta Om,triptinarasimhan@example.org,2097002687,new,34,21,13,58592.72,0.618
CUST_00475,Finn Brahmbhatt,saxenajatin@example.com,09562017537,new,22,18,4,25585.95,0.818
CUST_00476,Timothy Bahri,ishita31@example.net,4337504793,returning,1,1,0,244488.72,1.0
CUST_00477,Rohan Randhawa,mallxiti@example.com,+918399921921,new,31,22,9,50264.27,0.71
CUST_00478,Aashi Kari,rehaan08@example.net,08706056641,vip,21,19,2,15261.07,0.905
CUST_00479,Warhi Pathak,kapurchampak@example.com,08750635190,returning,37,29,8,184802.29,0.784
CUST_00480,Pallavi Borde,ronithgala@example.com,01107609543,returning,3,3,0,44178.66,1.0
CUST_00481,Urvashi Khare,chatura58@example.org,+919971791100,returning,12,11,1,9566.79,0.917
CUST_00482,Dhriti Bhattacharyya,davidsathe@example.org,09611080466,returning,32,25,7,187376.3,0.781
CUST_00483,Nirja Kaul,settyleena@example.com,09915078593,returning,19,18,1,2812.16,0.947
CUST_00484,Harshil Arora,harijonathan@example.net,4567972320,returning,7,7,0,84093.01,1.0
CUST_00485,Joshua Muni,pvarghese@example.com,09822749545,returning,35,30,5,222370.36,0.857
CUST_00486,Zarna Dhillon,khannayashica@example.net,+916533315377,new,33,24,9,48606.44,0.727
CUST_00487,Gautami Mistry,knarasimhan@example.org,00730337933,new,11,9,2,162247.19,0.818
CUST_00488,Garima Prashad,mugdhagour@example.org,00150812473,returning,1,1,0,197796.53,1.0
CUST_00489,Caleb Balan,rudramander@example.org,+914258323024,returning,13,10,3,214108.55,0.769
CUST_00490,Ansh Devan,vchoudhry@example.org,07355289611,returning,28,24,4,22141.07,0.857
CUST_00491,Kalpit Gupta,kritikaprasad@example.com,6309938425,returning,12,11,1,119624.8,0.917
CUST_00492,Chatresh Mammen,yashodasuresh@example.org,1791286857,vip,1,1,0,59262.55,1.0
CUST_00493,Praneel Nagy,vasudha77@example.com,6903337363,returning,22,18,4,180859.19,0.818
CUST_00494,Pavani Purohit,kavyakumar@example.net,+912147853907,new,24,19,5,16000.02,0.792
CUST_00495,Pooja Seshadri,asankaran@example.com,05460273415,new,20,12,8,171675.37,0.6
CUST_00496,Chaitaly Thaker,malhotravedant@example.org,+911508353544,vip,20,19,1,159858.48,0.95
CUST_00497,Rayaan Devi,abhiram44@example.com,06907826333,vip,24,23,1,55172.59,0.958
CUST_00498,Vivaan Varty,vshenoy@example.org,03663778052,new,10,7,3,247215.07,0.7
CUST_00499,Dalaja Andra,vpant@example.org,06684590902,new,36,31,5,189458.96,0.861
CUST_00500,Ganga Raman,zjayaraman@example.org,6371597412,returning,14,13,1,170245.31,0.929
CUST_00501,Peter Balay,lbala@example.org,+916433481705,returning,6,5,1,132279.19,0.833
CUST_00502,Onveer Narain,kraman@example.org,+918671632346,new,37,22,15,207279.13,0.595
CUST_00503,Nathan Mukherjee,yadavishanker@example.com,+910271693859,vip,13,12,1,37888.17,0.923
CUST_00504,Triveni Shere,chandbhavna@example.net,05469263296,new,34,24,10,170233.66,0.706
CUST_00505,Leena Goswami,ramaswamycaleb@example.org,+914841376815,returning,32,25,7,127838.65,0.781
CUST_00506,Henry Thaman,nimrat72@example.com,+918070176563,returning,30,23,7,104148.43,0.767
CUST_00507,Baljiwan Anne,ishwar25@example.net,7771183727,returning,36,30,6,201825.38,0.833
CUST_00508,Neel Garde,chaudhrypeter@example.com,+918621042752,returning,26,21,5,1252.36,0.808
CUST_00509,Bakhshi Walia,riyabatta@example.net,1647090063,new,5,3,2,86459.95,0.6
CUST_00510,Kavya Khare,gavinbabu@example.com,+910531312206,new,4,4,0,17720.28,1.0
CUST_00511,Eta Naidu,sarthakrana@example.com,+913315520650,vip,3,3,0,45405.34,1.0
CUST_00512,Simon Shanker,dominicmallick@example.net,5013649718,new,27,18,9,222887.73,0.667
CUST_00513,Zayan Chandran,lipika25@example.org,5715099768,returning,25,21,4,170841.22,0.84
CUST_00514,Yahvi Arya,anshdash@example.com,+916391025743,returning,35,27,8,215141.5,0.771
CUST_00515,Keya Jayaraman,khannasachi@example.net,02450864035,new,35,24,11,32273.1,0.686
CUST_00516,Xavier Jha,kotharitristan@example.net,08527017130,vip,1,1,0,244633.43,1.0
CUST_00517,Samarth Dass,ghosesamarth@example.org,1674233629,returning,35,29,6,95129.48,0.829
CUST_00518,Chavvi Mangal,rjaggi@example.com,+915662776896,new,30,20,10,69274.61,0.667
CUST_00519,Vasatika Bahri,fsane@example.com,8282467474,vip,8,7,1,165219.32,0.875
CUST_00520,Vasana Bora,laban73@example.org,+910085766656,returning,2,2,0,17289.08,1.0
CUST_00521,Darika Bobal,hbarad@example.com,2364587506,returning,29,25,4,175969.92,0.862
CUST_00522,Yatin Kibe,xbanerjee@example.net,0249724399,new,3,2,1,58967.65,0.667
CUST_00523,Advik Dada,rajagopalanmitali@example.net,1836264488,new,4,2,2,248374.12,0.5
CUST_00524,Darika Sabharwal,choprahemangini@example.org,03640270116,new,37,24,13,149680.46,0.649
CUST_00525,Bhavya Sankar,patrickprasad@example.org,2372817932,returning,21,17,4,219126.45,0.81
CUST_00526,Daniel Goswami,aashirege@example.com,9121416141,vip,34,31,3,75474.99,0.912
CUST_00527,Ayushman Keer,rsundaram@example.org,+910409013806,new,38,33,5,227938.63,0.868
CUST_00528,Vedika Solanki,pushti55@example.net,05356690551,returning,28,24,4,12197.58,0.857
CUST_00529,Tanmayi Ratti,atharvdas@example.net,03579786305,new,25,21,4,80024.25,0.84
CUST_00530,Jagvi Bath,sachi39@example.com,09156716493,returning,10,8,2,46377.81,0.8
CUST_00531,Zinal Thaman,dattawidisha@example.org,08727178333,returning,16,15,1,75533.74,0.938
CUST_00532,Gaurav Cherian,kbalakrishnan@example.com,04347128715,returning,30,28,2,140815.29,0.933
CUST_00533,Dhruv Oza,praj@example.net,6334141115,vip,36,34,2,97410.55,0.944
CUST_00534,Jack Pillai,dhritirai@example.net,0409836655,new,22,17,5,230595.41,0.773
CUST_00535,Zinal Kapadia,ranaaditya@example.net,05243772942,returning,6,5,1,207436.87,0.833
CUST_00536,Ekaja More,mahalvanya@example.net,+917460523302,new,25,20,5,150929.05,0.8
CUST_00537,Manya Mistry,anthonyramanathan@example.com,07566184438,returning,13,12,1,147102.13,0.923
CUST_00538,Gunbir Deep,chatura47@example.net,+919277423330,returning,14,12,2,217433.73,0.857
CUST_00539,Harsh Divan,rsane@example.org,+911572018596,new,1,1,0,47910.91,1.0
CUST_00540,Netra Konda,daniwridesh@example.com,04926176475,returning,31,29,2,174058.76,0.935
CUST_00541,Jagdish Dada,daravrinda@example.net,8309997419,returning,26,24,2,138243.78,0.923
CUST_00542,Leena Sule,kmisra@example.org,+915182606888,returning,25,21,4,162355.97,0.84
CUST_00543,Devansh Venkataraman,johaljacob@example.org,2087510293,new,24,18,6,124570.68,0.75
CUST_00544,Gagan Kunda,chadjeet@example.net,05826034084,new,31,25,6,80398.2,0.806
CUST_00545,Logan Swaminathan,indira98@example.net,+911030324329,new,21,15,6,140849.92,0.714
CUST_00546,Jagrati Mall,pahalborde@example.net,04626714628,new,10,6,4,138551.24,0.6
CUST_00547,Ekavir Luthra,kashishvaidya@example.net,+916256609314,returning,27,22,5,49449.85,0.815
CUST_00548,Imaran Ray,narayangaurav@example.com,04234016361,new,37,31,6,125075.72,0.838
CUST_00549,Parth Vyas,vrishti18@example.com,9484910256,returning,22,18,4,205487.19,0.818
CUST_00550,Hemani Wali,lsood@example.org,00822269405,vip,32,30,2,183326.67,0.938
CUST_00551,Omya Shankar,revapandya@example.com,4468341465,new,9,7,2,122334.92,0.778
CUST_00552,Fariq Bose,girikgandhi@example.net,+911487068277,vip,35,35,0,239330.61,1.0
CUST_00553,Nidra Atwal,abhimanyusandal@example.net,5389097283,returning,5,5,0,167219.78,1.0
CUST_00554,Falan Peri,yoshitapandit@example.org,07625153814,returning,27,21,6,157860.06,0.778
CUST_00555,Vasudha Memon,tanay09@example.com,+914807970509,new,10,6,4,126680.36,0.6
CUST_00556,Falguni Misra,hredhaan05@example.net,+916501673188,new,40,31,9,233508.98,0.775
CUST_00557,Nirja Dasgupta,jamble@example.net,03765456284,vip,32,29,3,133287.02,0.906
CUST_00558,Reva Sarna,loganpandya@example.net,00531340266,returning,2,2,0,69047.81,1.0
CUST_00559,Azad Dyal,varenyalata@example.org,07872568621,vip,2,2,0,174615.84,1.0
CUST_00560,Ansh Date,hemanginitella@example.org,3056906744,returning,12,9,3,24530.32,0.75
CUST_00561,Fitan Sanghvi,michaelvaidya@example.org,+914143637189,new,13,10,3,63478.34,0.769
CUST_00562,Ranbir Dixit,jaideo@example.com,+914326093106,new,26,15,11,239844.8,0.577
CUST_00563,Damini Kashyap,gayathrisandhu@example.com,+918604145456,returning,16,15,1,56851.38,0.938
CUST_00564,Ekaja Batta,banjeetacharya@example.org,5347491624,returning,6,5,1,214625.68,0.833
CUST_00565,Januja Natt,isaac10@example.net,2555989534,returning,6,5,1,94603.81,0.833
CUST_00566,Leena Chahal,dejai@example.org,3371189547,returning,1,1,0,21130.19,1.0
CUST_00567,Mitesh Bassi,rehaansahota@example.net,4855716176,returning,22,19,3,214561.1,0.864
